ref_id,title,journal,researchNotes,type,authors,pages,volume,number,isbn,abstract,doi,year,date,keywords,isScreened,custom3,urls
44105793-7fa2-49c7-9281-3c207f0b6b0a,"Douglas-fir pitch moth, Synanthedon novaroensis (Lepidoptera : Sesiidae) in North-Central British Columbia: Flight period and the effect of trap type and pheromone dosage on trap catches",ENVIRONMENTAL ENTOMOLOGY,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7 Total Times Cited:&nbsp;&nbsp;8 Cited Reference Count:&nbsp;&nbsp;18,journalArticle,"['Rocchini, LA', 'Lindgren, BS', 'Bennett, RG']",208-213,32,1,"0046-225X,1938-2936","The synthetic pheromone (Z,Z) -3,13-octadecadien-1-yl acetate was tested in two trap types and at different loads for trapping the Douglas-fir pitch moth, Synanthedon novaroensis (Henry Edwards) (Lepidoptera: Sesiidae), in a lodgepole pine, Pinus contorta Douglas ex London variety latifolia Engelmann, provenance trial at the Prince George Tree Improvement Station, Prince George, British Columbia. This moth causes considerable problems in lodgepole pine seed orchards at this location. No significant differences in trap catches were found between wing traps and Unitraps in two experiments. There were no significant differences between catches in Unitraps baited with 50, 100, or 200 mug of the pheromone loaded on red rubber septa. In a second experiment, Unitraps baited with four rubber septa, each loaded with 200 jig fora total load of 800 mug, captured significantly more Doughts-fir pitch moths than those baited with one septum (200 mug) or two septa (400 mug) of the pheromone. All pheromone loads caught significantly more moths than unbaited control traps. Based OD trap catches in these trap bioassays, and catches in monitoring traps in four lodgepole pine seed orchards, 1996 through 2000, the flight period of S. novaroensis in north central British Columbia normally starts in early June, and lasts for 4-7 wk.",10.1603/0046-225X-32.1.208,2003,2003,[],False,,
3eab9a62-3a1c-447d-a7e9-04cca5d7db8a,Health and Welfare council-Prince George Experience,CANADIAN JOURNAL OF PUBLIC HEALTH,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0 Total Times Cited:&nbsp;&nbsp;0 Cited Reference Count:&nbsp;&nbsp;4,journalArticle,"['Robinson, JM']",109-112,60,3,,,,1969,1969,,False,,
7febb171-a15b-49b7-b8f9-ae7f52a0112a,Risk rating for mountain pine beetle infestation of lodgepole pine forests over large areas with ordinal regression modelling,FOREST ECOLOGY AND MANAGEMENT,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;28 Total Times Cited:&nbsp;&nbsp;28 Cited Reference Count:&nbsp;&nbsp;77,journalArticle,"['Robertson, C', 'Wulder, MA', 'Nelson, TA', 'White, JC']",900-912,256,5,"0378-1127,1872-7042","The mountain pine beetle Dendroctonus ponderosae Hopkins is endemic to lodgepole pine, Pinus contorta var. latifolia Engelmann, forests in western Canada. However, the current beetle epidemic in this area highlights the challenges faced by forest managers tasked with prioritizing stands for mitigation activities such as salvage harvesting and direct control methods. In western Canada, the operational risk rating system for mountain pine beetle is based on biological knowledge gained from a rich legacy of stand-scale field studies. Due to the large spatial (millions of hectares affected) and temporal (over 10 years) extents of the current epidemic, new research into large-area mountain pine beetle processes has revealed further insights into the landscape-scale characteristics of beetle infested forests. in this paper, we evaluated the potential for this new knowledge to augment an established system for rating the short-term risk of tree mortality in a stand due to mountain pine beetle. New variables explored for utility in risk rating include direct shortwave radiation, site index, diameter at breast height, the temporal trends in local beetle populations, Biogeoclimatic Ecosystem Classification and beetle-host interaction variables. Proportional odds ordinal regression was used to develop a model for the Vanderhoof Forest District in west-central British Columbia. Prediction on independent data was assessed with the area under the receiver operator curve (AUC), indicating good discriminatory power (AUC = 0.84) for predicting levels of mountain pine beetle-caused pine mortality. (c) 2008 Elsevier B.V. All rights reserved.",10.1016/j.foreco.2008.05.054,2008,2008,[],False,,
b6155cd0-dae5-4bf0-954f-8af443beac42,A statistical examination of the Health Utility Index-Mark III as a summary measure of health status for a general population health survey,SOCIAL INDICATORS RESEARCH,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7 Total Times Cited:&nbsp;&nbsp;8 Cited Reference Count:&nbsp;&nbsp;26,journalArticle,"['Richardson, CG', 'Zumbo, BD']",171-191,51,2,0303-8300,"The purpose of this study was to examine the ability of the Health Utility Index-Mark III (HUI-Mark III) to provide a summary measure of the physical, mental and social dimensions of health assessed in the 1994/5 National Population Health Survey (NPHS). The sample consisted of 838 (402 male, 436 female) randomly selected residents of Prince George, British Columbia. An exploratory factor analysis was conducted using the measures of physical, psychological and social health included in the NPHS. The HUI-Mark III scores were then regressed on to the factors in an attempt to determine the proportion of variance in factor scores accounted for by the HUI-Mark III. The results suggest that the HUI-Mark III is primarily a measure of physical impairment that does not adequately represent the physical, mental and social dimensions of health as measured in the NPHS.",10.1023/A:1007012607012,2000,2000,[],False,,
fd065bf6-9b82-4455-bc05-82bdb5fbb1da,Rock Control of River Geometry: The Fraser Canyons,JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;13 Total Times Cited:&nbsp;&nbsp;13 Cited Reference Count:&nbsp;&nbsp;60,journalArticle,"['Rennie, CD', 'Church, M', 'Venditti, JG']",1860-1878,123,8,"2169-9003,2169-9011","A 524-km reach of Fraser River, British Columbia, was traversed, where the channel alternates between gravel-bedded reaches that are incised into semiconsolidated glacial deposits and bedrock-bound reaches, including Fraser Canyon. Continuous centerline acoustic Doppler current profiler survey and observations of bedrock confinement, supplemented with measurements on air photos, reveal the influence of bedrock on channel properties. The surveyed reach was subdivided into 10 morphological reaches, ranging from dominance by alluvial gravel-bed channels to dominantly rock-walled canyons. Measured data were grouped within each reach based on the presence of bedrock on both banks, one bank, or neither bank. From alluvial to mixed to canyon-dominated reaches, river widths decreased while water depths, flow velocities, water surface slopes, and bed shear stresses increased. Within reaches, subreaches with bedrock on both banks were narrower and deeper with higher bed shear stresses but, at the observed stage, had lower depth-averaged velocity and water surface slope than partly confined and alluvial (unconfined) subreaches. A conceptual model is presented representing a bedrock river as an alternating series of relatively low gradient, deep, rock-walled pools and steep semialluvial or alluvial sections. Downstream hydraulic geometry relations have scaling exponents expected for alluvial channels provided that the alluvial and rock-influenced sections are analyzed separately. In Fraser River, canyons become relatively narrower downstream, apparently in response to increasing rock uplift during the Quaternary period. The observations are compared against prior semitheoretical frameworks established to explain variations in width, slope, and channel shape along rockbound channels. Plain Language Summary Using data derived from a 524-km traverse of the canyon-infested Fraser River, British Columbia, we learned that the rock-walled canyons, which occupy only 16% of the total distance, are steeper and narrower than the rest of the river but, surprisingly, have lower water velocity and lower slope. So how do the canyons manage to transport all the sediment fed into them and remain rockbound? They maintain higher sediment mobilizing forces on the bed because the maximum flow velocity plunges to near the bed as the flow is squeezed into the narrow canyon. Despite this effect, the canyons maintain the overall scaling relations for width, depth, and flow expected in rivers that are not rockbound. We also detected an effect of recent rock uplift whereby the reaches subject to greater uplift are relatively narrower as the river focuses all erosive energy on downcutting to maintain its course over the uplifted reach.",10.1029/2017JF004458,2018,2018,[],False,,
fef471ee-ce9b-4ecf-9816-5882e2d9f973,Toward a pluralistic civic science?: Assessing community forestry,SOCIETY & NATURAL RESOURCES,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;52 Total Times Cited:&nbsp;&nbsp;53 Cited Reference Count:&nbsp;&nbsp;64,journalArticle,"['Reed, MG', 'McIlveen, K']",591-607,19,7,"0894-1920,1521-0723","While stakeholder involvement in environmental management is now common, we suggest that stakeholders can contribute to a pluralistic civic science that incorporates local knowledge directly into environmental decision making and research. We consider how insights from feminist scholarship might help us to understand the influence of power relations among our subjects of study and in determining how scientific knowledge is defined and used. We pay particular attention to how knowledge is produced, how participation is constrained, and to what extent community participants and researchers would benefit from critical reflection in their work. We apply these elements to an assessment of a community forestry pilot project in Burns Lake, British Columbia, Canada. Our findings suggest that while local participants have considered community forestry effective, practices have not met the ideals of a pluralistic civic science. We identify some of the reasons for this discrepancy and provide suggestions for future practice.",10.1080/08941920600742344,2006,2006,[],False,,
7d0aaf8e-895e-4a24-a8ac-cb0a45b4b80e,"Land-use change on Prime Forest Land in the Prince George, BC, Region, 1965-1981",FORESTRY CHRONICLE,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0 Total Times Cited:&nbsp;&nbsp;0 Cited Reference Count:&nbsp;&nbsp;6,journalArticle,"['Redpath, DK', 'Lacate, DS', 'Moore, KE']",236-239,62,4,0015-7546,,10.5558/tfc62236-4,1986,1986,,False,,
bba4ad65-fd5d-4f95-a186-1711fbe07abc,Road and Rail Side Vegetation Management Implications of Habitat Use by Moose Relative to Brush Cutting Season,ENVIRONMENTAL MANAGEMENT,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;17 Total Times Cited:&nbsp;&nbsp;17 Cited Reference Count:&nbsp;&nbsp;38,journalArticle,"['Rea, RV', 'Child, KN', 'Spata, DP', 'MacDonald, D']",101-109,46,1,0364-152X,"Plants cut at different times produce resprouts that vary in their nutritional value relative to when they are cut. To determine how vegetation management in transportation (road and rail) corridors at different times of the year could influence browse quality in the years following cutting, and how this could potentially influence encounters between herbivores and vehicles, we undertook a 3-year study. In 2001, at a wildlife viewing area near Prince George, British Columbia, Canada, we established a control area and treatment areas where shrubs and trees that are used as food by moose (Alces alces) were cut at the beginning of June, July, August, September, and October. In the fall, moose were most often observed browsing the resprouts of plants cut in August (years 1 and 2 post-treatment) and September (year 3). Cumulative winter track counts were highest in the uncut control area in the years following cutting. Spring pellet counts revealed that most pellets were deposited in the uncut (years 1 and 2) and August-cut (year 3) areas during winter. With the exception of the first year after cutting, browse removal by moose was highest for plants cut later in the growing season. Overall, our findings suggest that following cutting, plants cut later in the year are selected more often by moose relative to those cut earlier. To reduce browse use of corridor vegetation in areas where concerns for moose-vehicle collisions exist, we recommend that vegetation maintenance activities be conducted in the early summer months of June and July.",10.1007/s00267-010-9502-6,2010,2010,[],False,,
a75e22ca-134e-47da-b60c-a680574a7475,Long-term responses of ecosystem components to stand thinning in young lodgepole pine forest. 1. Population dynamics of northern flying squirrels and red squirrels,FOREST ECOLOGY AND MANAGEMENT,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;23 Total Times Cited:&nbsp;&nbsp;24 Cited Reference Count:&nbsp;&nbsp;70,journalArticle,"['Ransome, DB', 'Lindgren, PMF', 'Sullivan, DS', 'Sullivan, TP']",355-367,202,1-3,"0378-1127,1872-7042","A new paradigm in forest management is managing second-growth forests to accelerate development of structural characteristics associated with late-seral forests. A key uncertainty is whether those wildlife species associated with these structural characteristics will respond positively to their development in thinned young seral forests. This study was designed to test the hypothesis that population dynamics (abundance, breeding condition, and survival) of northern flying squirrels (Glaucomys sabrinus) and red squirrels (Tamiasciurus hudsonicus) would be maintained at levels recorded in old-growth forests by large-scale pre-commercial thinning of young (17-27 years old) lodgepole pine (Pinus contorta) forests. Replicated study areas were located near Penticton, Kamloops, and Prince George in south-central British Columbia, Canada. Each study area had three young pine stands thinned to densities of similar to500 (low), similar to1000 (medium), and similar to2000 (high) stems/ha, with unthinned (4300-7600 stems/ha) and old-growth stands for comparison. Populations of G. sabrinus and T. hudsonicus were sampled intensively from 2000 to 2002 corresponding to 12-14 years after thinning. Abundance of G. sabrinus was significantly higher in the high-density stand and lowest in the low-density and unthinned stands. Intermediate densities were found in the medium-density and old-growth stands. Adult male body mass was significantly greater in old-growth than high-density stands. We failed to detect significant differences among treatments for recruitment, movement, and survival for G. sabrinus and all parameters measured for T. hudsonicus. Survival increased significantly in 2002 from previous years for G. sabrinus, while survival decreased significantly for T. hudsonicus during this period. Our results support the hypothesis that population dynamics of G. sabrinus and T. hudsonicus would be maintained at levels recorded in oldgrowth forests by large-scale pre-commercial thinning of young lodgepole pine forests. Abundance of G. sabrinus in highdensity stands exceeded levels recorded in old-growth stands. (C) 2004 Elsevier B.V. All rights reserved.",10.1016/j.foreco.2004.08.002,2004,2004,[],False,,
af3cf999-8a19-438e-ba4a-605fa5389ffe,Geographic variation in White-throated Sparrow song may arise through cultural drift,JOURNAL OF ORNITHOLOGY,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;10 Total Times Cited:&nbsp;&nbsp;11 Cited Reference Count:&nbsp;&nbsp;37,journalArticle,"['Ramsay, SM', 'Otter, KA']",763-773,156,3,"2193-7192,2193-7206","Geographic variation in song may arise to facilitate assortative mating among locally adapted individuals or to increase ability to communicate within local neighbourhoods. Alternatively, geographic song variation may be functionally neutral, emerging as a by-product of idiosyncrasies of founder effects and song learning in peripheral populations. We studied differences in the terminal notes of songs in White-throated Sparrows (Zonotrichia albicollis) in a peripheral population found west of the Rocky Mountains. Unlike the common triplet of notes found in terminal strophes of the main distribution of this species in eastern North America, birds in Prince George, British Columbia, Canada, had terminal notes composed of doublets. We mapped song variation on an east-west transect through central Alberta, Canada, but were unable to find a sharp division between areas where the terminal notes shift; instead, we found evidence of a cline of increasing frequency of doublet endings from east to west. We performed playback experiments of local versus foreign song types in populations where doublet terminal strophes (Prince George, BC) versus triplet terminal strophes (Algonquin Park, ON) predominate. We found a significant difference between the populations, with the western birds responding more strongly overall than the eastern birds, and males in both populations responding more strongly to the doublet-ending song type. Our results do not support the origination of regional variation to discriminate among local populations, but are consistent with neutral cultural shifts.",10.1007/s10336-015-1183-8,2015,2015,[],False,,
f4ef4efb-4bfe-47db-add8-51a5af32b601,When the plumes rise: The way of the Lake Babine nation,CANADIAN HISTORICAL REVIEW,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0 Total Times Cited:&nbsp;&nbsp;0 Cited Reference Count:&nbsp;&nbsp;1,journalArticle,"['Raibmon, P']",764-766,82,4,0008-3755,"This book, the first to be written about the Lake Babine Nation in north-central British Columbia, examines its traditional legal order, self-identity, and their involvement in current treaty negotiations.Changing relations between the First Nations and the Canadian state have led to a new awareness of customary legal orders. These orders can help the state accommodate diverse approaches to judicial fairness and social justice, and offer a way for Aboriginal nations to maintain their identity and moral order.",,2001,2001,,False,,
1f1a0e5e-1765-41b2-8aea-e2d0aebbb372,Population fragmentation and inter-ecosystem movements of grizzly bears in western Canada and the northern United States,WILDLIFE MONOGRAPHS,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;98 Total Times Cited:&nbsp;&nbsp;99 Cited Reference Count:&nbsp;&nbsp;222,journalArticle,"['Proctor, MF', 'Paetkau, D', 'Mclellan, BN', 'Stenhouse, GB', 'Kendall, KC', 'Mace, RD', 'Kasworm, WF', 'Servheen, C', 'Lausen, CL', 'Gibeau, ML', 'Wakkinen, WL', 'Haroldson, MA', 'Mowat, G', 'Apps, CD', 'Ciarniello, LM', 'Barclay, RMR', 'Boyce, MS', 'Schwartz, CC', 'Strobeck, C']",1-46,,180,"0084-0173,1938-5455","Population fragmentation compromises population viability, reduces a species ability to respond to climate change, and ultimately may reduce biodiversity. We studied the current state and potential causes of fragmentation in grizzly bears over approximately 1,000,000 km(2) of western Canada, the northern United States (US), and southeast Alaska. We compiled much of our data from projects undertaken with a variety of research objectives including population estimation and trend, landscape fragmentation, habitat selection, vital rates, and response to human development. Our primary analytical techniques stemmed from genetic analysis of 3,134 bears, supplemented with radiotelemetry data from 792 bears. We used 15 locus microsatellite data coupled with measures of genetic distance, isolation-by-distance (IBD) analysis, analysis of covariance (ANCOVA), linear multiple regression, multi-factorial correspondence analysis (to identify population divisions or fractures with no a priori assumption of group membership), and population-assignment methods to detect individual migrants between immediately adjacent areas. These data corroborated observations of inter-area movements from our telemetry database. In northern areas, we found a spatial genetic pattern of IBD, although there was evidence of natural fragmentation from the rugged heavily glaciated coast mountains of British Columbia (BC) and the Yukon. These results contrasted with the spatial pattern of fragmentation in more southern parts of their distribution. Near the Canada-US border area, we found extensive fragmentation that corresponded to settled mountain valleys and major highways. Genetic distances across developed valleys were elevated relative to those across undeveloped valleys in central and northern BC. In disturbed areas, most inter-area movements detected were made by male bears, with few female migrants identified. Northsouth movements within mountain ranges (Mts) and across BC Highway 3 were more common than eastwest movements across settled mountain valleys separating Mts. Our results suggest that relatively distinct subpopulations exist in this region, including the Cabinet, Selkirk South, and the decades-isolated Yellowstone populations. Current movement rates do not appear sufficient to consider the subpopulations we identify along the Canada-US border as 1 inter-breeding unit. Although we detected enough male movement to mediate gene flow, the current low rate of female movement detected among areas is insufficient to provide a demographic rescue effect between areas in the immediate future (0-15 yr). In Alberta, we found fragmentation corresponded to major eastwest highways (Highways 3, 11, 16, and 43) and most inter-area movements were made by males. Gene flow and movement rates between Alberta and BC were highest across the Continental Divide south of Highway 1 and north of Highway 16. In the central region between Highways 1 and 11, we found evidence of natural fragmentation associated with the extensive glaciers and icefields along the Continental Divide. The discontinuities that we identified would form appropriate boundaries for management units. We related sex-specific movement rates between adjacent areas to several metrics of human use (highway traffic, settlement, and human-caused mortality) to understand the causes of fragmentation. This analysis used data from 1,508 bears sampled over a 161,500-km(2) area in southeastern BC, western Alberta, northern Idaho, and northern Montana during 1979-2007. This area was bisected by numerous humantransportation and settlement corridors of varying intensity and complexity. We used multiple linear regression and ANCOVA to document the responses of female and male bears to disturbance. Males and females both demonstrated reduced movement rates with increasing settlement and traffic. However, females reduced their movement rates dramatically when settlement increased to >20% of the fracture zone. At this same threshold, male movement declined more gradually, in response to increased traffic and further settlement. In highly settled areas (>50%), both sexes had a similar reduction in movements in response to traffic, settlement, and mortality. We documented several small bear populations with male-only immigration, highlighting the importance of investigating sex-specific movements. Without female connectivity, small populations are not viable over the long term. The persistence of this regional female fragmented metapopulation likely will require strategic connectivity management. We therefore recommend enhancing female connectivity among fractured areas by securing linkage-zone habitat appropriate for female dispersal, and ensuring current large source subpopulations remain intact. The fragmentation we documented may also affect other species with similar ecological characteristics: sparse densities, slow reproduction, short male-biased dispersal, and a susceptibility to human-caused mortality and habitat degradation. Therefore, regional inter-jurisdictional efforts to manage broad landscapes for inter-area movement will likely benefit a broad spectrum of species and natural processes, particularly in light of climate change. (C) 2011 The Wildlife Society.",10.1002/wmon.6,2012,2012,[],False,,
34e7666b-ad87-4be9-b6e2-ad27c1f79d3a,"Fish Weirs and an interior salmon fishery on the Nautley River, Central British Columbia",NORTH AMERICAN ARCHAEOLOGIST,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1 Total Times Cited:&nbsp;&nbsp;1 Cited Reference Count:&nbsp;&nbsp;64,journalArticle,"['Prince, P']",119-148,35,2,"0197-6931,1541-3543","Portions of wood stake salmon fishing weirs have been recorded in the Nautley River of central British Columbia dating from roughly the 13th to early 20th century A.D. The factors contributing to the preservation and detection of these features are considered, along with their spatial arrangement, and it is argued they are the remains of wood fence and basket trap weirs used to harvest sockeye salmon. The early dates and the fact that these features have survived at all have significant implications for interpretations of the development of the ethnographically described salmon focused cultures of this area, and the network of relationships they developed to compensate for cycles in sockeye abundance. It is argued here that weirs are not a result of recent diffusions, and that there is potential for the remains of similar features to be found in other streams of the region, such that long-term cultural adaptations can be better defined.",10.2190/NA.35.2.a,2014,2014,[],False,,
c2a582a8-643a-4ab9-9b1e-7b0d0fa99414,"Persistence and Meaning in Fur-Bearing Mammal Usage on the Nechako Plateau, British Columbia",INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1 Total Times Cited:&nbsp;&nbsp;1 Cited Reference Count:&nbsp;&nbsp;105,journalArticle,"['Prince, P']",728-754,23,3,"1092-7697,1573-7748","The archaeological record indicates the use of salmon and a wide range of terrestrial mammals at sites spanning the last millennium in the vicinity of the Nautley River on the Nechako Plateau of central British Columbia. In particular, a long record of sustained use of small and medium bodied fur-bearing mammals, especially beaver, rabbit, and muskrat, is evident, which neither prey-selection, nor fur trade intensification models adequately explain. Instead, the usage of diverse small prey is best understood in the context of the contingencies and long-term structure of the region's salmon fishery, the social networks between communities and places, the various uses people had for these animals, and the meanings of their relationship to them.",10.1007/s10761-019-00498-8,2019,2019,[],False,,
f585fa9c-292f-48a7-b676-4598f5b9cae8,"Dating and interpreting pine cambium collection scars from two parts of the Nechako River drainage, British Columbia",JOURNAL OF ARCHAEOLOGICAL SCIENCE,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;17 Total Times Cited:&nbsp;&nbsp;18 Cited Reference Count:&nbsp;&nbsp;35,journalArticle,"['Prince, P']",253-263,28,3,0305-4403,"Pine cambium is a food resource that was regularly utilized by foraging populations of the interior of British Columbia from at least AD 1790 to 1950. The scars left on living pine trees (Culturally Modified Trees, or CMTs) by cambium stripping are directly datable evidence for this subsistence activity by utilizing forestry increment borers to extract cores. Further, pine cambium is generally regarded as a marginal, or supplementary resource, with changes in the frequency of cambium collection being related to natural cycles in the abundance of staple resources. This paper discusses the dating of these subsistence features, and in comparing two areas of the Nechako River drainage of British Columbia, suggests that pine cambium was more intensively utilized in areas lacking salmon, the staple of the greater region. Copyright 2001 Academic Press",10.1006/jasc.2000.0561,2001,2001,[],False,,
00af7e6e-04d5-4e94-bcce-99fd044630b9,Leeches as in situ biomonitors of chlorinated phenolic compounds .2. Pulp mill investigations,WATER RESEARCH,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5 Total Times Cited:&nbsp;&nbsp;5 Cited Reference Count:&nbsp;&nbsp;30,journalArticle,"['Prahacs, SM', 'Hall, KJ', 'Duncan, W']",2301-2308,30,10,0043-1354,"Leeches (Nephelopsis obscura Verrill) were evaluated as ill situ biomonitors of chlorinated phenolic compounds in the Fraser River al Prince George, BC, downstream from three bleached kraft pulp mills practising chlorine dioxide (ClO2) substitution. Five biomonitoring periods, of 7 days duration, were selected to cover a full range of seasonal river conditions. Leeches bioconcentrated tri- and tetrachlorinated phenolics (bioconcentration factors: 465-6000) in proportions similar to those present in both mill effluent and river water. Leeches showed 3,4,5-trichloroguaiacol (3,4,5-TCG) to be the most consistent tracer of bleached kraft mill discharge. Leeches provided direct evidence that increasing ClO2 substitution reduces amounts of chlorinated phenolics accumulated by aquatic organisms, with sharp decreases observed at ClO2 levels greater than 90%. This study suggests that leeches could be applied as routine biomonitors for environmental impact monitoring. Copyright (C) 1996 Elsevier Science Ltd",10.1016/0043-1354(96)00115-7,1996,1996,[],False,,
04afe74c-5b48-4f1f-bc2e-68284653f0bd,Habitat use by woodland caribou near Takla Lake in central British Columbia,CANADIAN JOURNAL OF ZOOLOGY,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;27 Total Times Cited:&nbsp;&nbsp;30 Cited Reference Count:&nbsp;&nbsp;52,journalArticle,"['Poole, KG', 'Heard, DC', 'Mowat, G']",1552-1561,78,9,"0008-4301,1480-3283","Caribou (Rangifer tarandus) living in the mountainous areas of British Columbia are usually classified as either northern caribou, which spend much of the winter in low-elevation relatively young forests foraging primarily on terrestrial lichens, or mountain caribou, which winter in high-elevation old subalpine forests foraging exclusively on arboreal lichens. The forest-management practices necessary to conserve caribou differ substantially between these two categories of animals with different life-history strategies. Because of this variability in winter-habitat use, information relating specifically to Takla Lake caribou was required for forest management. To provide this information, we radio-collared 15 female caribou in two subherds in the vicinity of Takla Lake and determined their distribution and movements between January 1996 and May 1998 in relation to topography and vegetation cover. Habitat selection was examined using a classified satellite image. At the landscape scale, Takla Lake caribou avoided low-elevation forests (presumably because of the associated high risk of predation from wolves (Canis lupus)), occupying small seasonally overlapping home ranges (mean 151 km(2)) at intermediate and high elevations. Within home ranges in all seasons, caribou were most often found in the forest but, relative to availability, they selected forests only during calving. When in the forest, caribou selected open hybrid white-Engelmann spruce (Picea glauca x Picea engelmannii) - subalpine fir (Abies lasiocarpa) forests over lodgepole pine (Pinus contorta) and deciduous forests in all seasons except spring. Caribou selected open spruce-fir stands over dry and closed spruce-fir stands in all seasons except calving. We conclude that caribou feed primarily on arboreal lichens in winter, because the open spruce-fir forests that they use have moderate to high arboreal lichen abundance, deep snow, and few terrestrial lichens. Takla Lake caribou were not typical of either mountain or northern caribou, but as is typical of insular populations of any species, have adapted to the food, topography, and cover types available to them on their mountain islands in a sea of moose (Alces alces) and wolves.",10.1139/cjz-78-9-1552,2000,2000,[],False,,
a1753df1-c639-4991-8aa1-6be89c9a856a,"Mercury and antimony in soils and non-vascular plants near two past-producing mercury mines, British Columbia, Canada",GEOCHEMISTRY-EXPLORATION ENVIRONMENT ANALYSIS,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;6 Total Times Cited:&nbsp;&nbsp;6 Cited Reference Count:&nbsp;&nbsp;60,journalArticle,"['Plouffe, A', 'Rasmussen, PE', 'Hall, GEM', 'Pelchat, P']",353-364,4,,1467-7873,"Mercury and Sb in soils (humus, B horizon, C horizon) and environmental biomonitors (moss and epiphytic lichen) were examined near two past-producing Hg, mines located in British Columbia, Canada: Pinchi Lake and Bralorne Takla mines. Sequential extraction analyses and scanning electron microscopy were used to determine the chemical associations of Hg and Sb and the mineralogical forms of Hg in soils. Mercury and Sb in the C horizon are derived mostly from natural sources because their concentrations are controlled by the bedrock geology, glacial transport, and sediment types. Distribution of Sb in the B horizon is similar to that of the C horizon suggesting, a common geogenic source. Mercury in the B horizon at Pinchi Lake mine could be derived in part from anthropogenic sources,. because (1) only at that site, and not at any other sites of cinnabar occurrences in bedrock, is there a labile Hg enrichment in the B compared to the C horizon, and (2) there is a weak correlation between non-labile Hg concentrations in the B horizon and distance from the mine which occurs independently of the natural concentrations of the C horizon. Mercury and Sb concentrations in humus near Pinchi Lake mine (<10 km) appear to be derived in part from anthropogenic sources because there are strong correlations between labile and non-labile He, and Sb concentrations with distance from the mine which occurs independently of natural concentrations in the C horizon. Near Pinchi Lake mine, biogeochemical cycling and gaseous Hg derived from the substrate are thought to be minimal pathways and sources of Hg to the humus compared to anthropogenic sources, otherwise the strong Ha enrichment in the humus compared to the C horizon only observed near Pinchi Lake mine would also be present at several sites of cinnabar occurrences in bedrock along Pinchi Fault. Anthropogenic Ho, and Sb enrichment in the soils near Bralorne Takla mine is indistinguishable from natural enrichment. Mercury and Sb levels In the sampled moss and lichen species reflect locally derived wind-borne sod and rock dust.",10.1144/1467-7873/03-049,2004,2004,[],False,,
1dedf1f5-c98c-476e-bcf7-fa50d6299470,"Late Quaternary glacial and interglacial environments of the Nechako River - Cheslatta Lake area, central British Columbia",CANADIAN JOURNAL OF EARTH SCIENCES,Times Cited in Web of Science Core Collection:&nbsp;&nbsp;8 Total Times Cited:&nbsp;&nbsp;8 Cited Reference Count:&nbsp;&nbsp;43,journalArticle,"['Plouffe, A', 'Levson, VM']",719-731,38,4,"0008-4077,1480-3313","The Quaternary stratigraphy of the Nechako River - Cheslatta Lake area of central British Columbia is described and interpreted to reconstruct the late Quaternary history of the region. Exposures of glacial and nonglacial sediments deposited prior to the last glaciation (Fraser) are limited to three sites. Pollen assemblages from pre-Fraser nonglacial sediments at two of these sites reveal forested conditions around 39 000 BP. During the advance phase of the Fraser Glaciation, glacial lakes were ponded when trunk glaciers blocked some tributary valleys. Early in the glaciation, the drainage was free in easterly draining valleys. Subsequently, the easterly drainage was blocked either locally by sediments and ice or as a result of impoundment of the Fraser River and its tributaries east of the study area. Ice generally moved east and northeast from accumulation zones in the Coast Mountains. Ice flow was influenced by topography. Major late-glacial lakes developed in the Nechako River valley and the Knewstubb Lake region because potential drainage routes were blocked by ice.",10.1139/e00-111,2001,2001,[],False,,
